8  Einzahlungen aus laufender Verwaltungstätigkeit,"0,00",0,0,0,0,0,0
9Personalauszahlungen,"504.118,78",487.400,571.700,569.500,540.300,551.400,0
3.6.5.02.17.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"403.788,11",391.600,458.400,456.600,433.200,441.900,0
3.6.5.02.17.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"17.290,92",16.600,19.100,19.000,18.000,18.400,0
3.6.5.02.17.7032000 Beiträge zur gesetzlichen Sozialver.aus,"81.403,40",77.000,92.000,91.700,86.900,88.800,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
"3.6.5.02.17.7041000 Beihilfen, Unterstützungsleistungen für","1.636,35",2.200,2.200,2.200,2.200,2.300,0
Beschäftigte,,,,,,,
13 + Sonstige Auszahlungen,"250,40",0,0,0,0,0,0
3.6.5.02.17.7411000 Sonstige Personal- und Versorgungsauszahlungen,"250,40",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"504.369,18",487.400,571.700,569.500,540.300,551.400,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-504.369,18",-487.400,-571.700,-569.500,-540.300,-551.400,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
