4 + öffentlich-rechtliche Leistungsentgelte,"156.658,90",160.000,165.000,165.000,165.000,165.000,0
1.2.2.02.6311000 Verwaltungsgebühren,"156.658,90",160.000,165.000,165.000,165.000,165.000,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","496,10",1.100,1.100,1.100,1.100,1.100,0
1.2.2.02.6483000 Einzahlungen aus Kostenerstattungen von,"496,10",1.100,1.100,1.100,1.100,1.100,0
Zweckverbänden,,,,,,,
6 + sonstige Einzahlungen,"1.350,00",3.000,2.500,2.500,2.500,2.500,0
1.2.2.02.6561000 Bußgelder,"1.350,00",3.000,2.500,2.500,2.500,2.500,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,"158.505,00",164.100,168.600,168.600,168.600,168.600,0
9Personalauszahlungen,"393.852,41",402.300,413.600,422.100,430.800,439.500,0
1.2.2.02.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"318.750,11",323.000,331.200,338.000,344.800,351.700,0
1.2.2.02.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"12.466,79",13.900,14.100,14.400,14.700,15.000,0
1.2.2.02.7032000 Beiträge zur gesetzlichen Sozialver.aus,"61.296,30",63.400,66.700,68.000,69.500,70.900,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
"1.2.2.02.7041000 Beihilfen, Unterstützungsleistungen für","1.339,21",2.000,1.600,1.700,1.800,1.900,0
Beschäftigte,,,,,,,
11 + Auszahlungen für Sach- und Dienstleistungen,"0,00",900,900,900,900,900,0
1.2.2.02.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,"0,00",900,900,900,900,900,0
12 + Transferauszahlungen,"18.200,00",28.000,25.000,25.000,25.000,25.000,0
1.2.2.02.7318000 Zuschüsse an übrige Bereiche,"18.200,00",28.000,25.000,25.000,25.000,25.000,0
13 + Sonstige Auszahlungen,"103.069,35",131.000,120.000,120.000,120.000,120.000,0
1.2.2.02.7411000 Sonstige Personal- und Versorgungsauszahlungen,"5,95",0,0,0,0,0,0
1.2.2.02.7431000 Geschäftsauszahlungen,"2.805,95",6.000,5.000,5.000,5.000,5.000,0
1.2.2.02.7450001 Erstattungen für die Auszahl. von Dritten aus,"100.257,45",125.000,115.000,115.000,115.000,115.000,0
lfd. Verwaltungstät. an den Bund,,,,,,,
15  Auszahlungen aus laufender Verwaltungstätigkeit,"515.121,76",562.200,559.500,568.000,576.700,585.400,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-356.616,76",-398.100,-390.900,-399.400,-408.100,-416.800,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
