2 + Zuweisungen und allgemeine Umlagen,"0,00",0,410.000,520.000,240.000,40.000,0
5.2.3.02.6141000 Zuweisungen für laufende Zwecke vom Land,"0,00",0,410.000,520.000,240.000,40.000,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,"0,00",0,410.000,520.000,240.000,40.000,0
12 + Transferauszahlungen,"0,00",0,580.000,690.000,300.000,50.000,0
5.2.3.02.7318000 Zuschüsse an übrige Bereiche,"0,00",0,580.000,690.000,300.000,50.000,0
13 + Sonstige Auszahlungen,"0,00",0,500,500,500,500,0
"5.2.3.02.7431100 Auszahlungen für Sachverständigen-,Gerichts-und","0,00",0,500,500,500,500,0
"ähnl.Kosten",,,,,,,
14 + Zinsen und ähnliche Auszahlungen,"0,00",0,2.000,10.000,10.000,10.000,0
5.2.3.02.7599000 Sonstige Finanzauszahlungen,"0,00",0,2.000,10.000,10.000,10.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"0,00",0,582.500,700.500,310.500,60.500,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"0,00",0,-172.500,-180.500,-70.500,-20.500,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,"0,00",100.000,280.000,240.000,280.000,200.000,0
5.2.3.02/4008.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",100.000,0,0,0,0,0
u.Investitionsfördermaßnahmen Land,,,,,,,
5.2.3.02/4009.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",0,280.000,240.000,280.000,0,0
u.Investitionsfördermaßnahmen Land,,,,,,,
5.2.3.02/4010.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",0,0,0,0,200.000,0
u.Investitionsfördermaßnahmen Land,,,,,,,
25 Einzahlungen aus Investitionstätigkeit,"0,00",100.000,280.000,240.000,280.000,200.000,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
31 + Baumaßnahmen,"0,00",200.000,350.000,300.000,350.000,250.000,0
5.2.3.02/1110.7851000 Auszahlungen für Hochbaumaßnahmen,"0,00",0,300.000,300.000,350.000,250.000,0
5.2.3.02/3344.7852000 Auszahlungen für Tiefbaumaßnahmen,"0,00",150.000,0,0,0,0,0
5.2.3.02/3346.7851000 Auszahlungen für Hochbaumaßnahmen,"0,00",50.000,0,0,0,0,0
5.2.3.02/3612.7852000 Auszahlungen für Tiefbaumaßnahmen,"0,00",0,50.000,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"0,00",200.000,350.000,300.000,350.000,250.000,0
34 Saldo aus Investitionstätigkeit,"0,00",-100.000,-70.000,-60.000,-70.000,-50.000,0
