1110Lebendige Zentren Rathaus Marktplatz 1,,,,,,,
50 -Auszahlungen für Baumaßnahmen,"0,00",0,300.000,300.000,350.000,250.000,0
5.2.3.02/1110.7851000 Auszahlungen für Hochbaumaßnahmen,"0,00",0,300.000,300.000,350.000,250.000,0
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",0,-300.000,-300.000,-350.000,-250.000,0
"",,,,,,,
3344An der Flutrenne,,,,,,,
50 -Auszahlungen für Baumaßnahmen,"0,00",150.000,0,0,0,0,0
5.2.3.02/3344.7852000 Auszahlungen für Tiefbaumaßnahmen,"0,00",150.000,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",-150.000,0,0,0,0,0
"",,,,,,,
3346Klint 10 Fachwerksanierung und Anbau,,,,,,,
50 -Auszahlungen für Baumaßnahmen,"0,00",50.000,0,0,0,0,0
5.2.3.02/3346.7851000 Auszahlungen für Hochbaumaßnahmen,"0,00",50.000,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",-50.000,0,0,0,0,0
"",,,,,,,
3612Lebendige Zentren Klimamaßnahmen,,,,,,,
50 -Auszahlungen für Baumaßnahmen,"0,00",0,50.000,0,0,0,0
5.2.3.02/3612.7852000 Auszahlungen für Tiefbaumaßnahmen,"0,00",0,50.000,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",0,-50.000,0,0,0,0
"",,,,,,,
4008Lebendige Zentren PJ 2020,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,"0,00",100.000,0,0,0,0,0
5.2.3.02/4008.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",100.000,0,0,0,0,0
u.Investitionsfördermaßnahmen Land,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",100.000,0,0,0,0,0
"",,,,,,,
4009Lebendige Zentren PJ 2021,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,"0,00",0,280.000,240.000,280.000,0,0
5.2.3.02/4009.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",0,280.000,240.000,280.000,0,0
u.Investitionsfördermaßnahmen Land,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",0,280.000,240.000,280.000,0,0
"",,,,,,,
"4010Lebendige Zentren, FM 80%, PJ 22",,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,"0,00",0,0,0,0,200.000,0
5.2.3.02/4010.6811000 Einz. a. Zuweisungen f. Investitionen,"0,00",0,0,0,0,200.000,0
u.Investitionsfördermaßnahmen Land,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",0,0,0,0,200.000,0
"",,,,,,,
8888mittelfristige Maßnahmen,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,"0,00",0,0,0,0,0,0
