100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"500,00",0,0,0,0,0,0
3.6.5.02.12/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"500,00",0,0,0,0,0,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-500,00",0,0,0,0,0,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,,"50,00",0,0,0,0,0,0
3.6.5.02.12/0200.6817000 Einz. a. Zuschüssen f. Investitionen,,"50,00",0,0,0,0,0,0
u.Invest.fördermaßnahmen priv.Unternehmen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,15.000,15.000,0,3.200,0
3.6.5.02.12/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",0,15.000,15.000,0,3.200,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"50,00",0,-15.000,-15.000,0,-3.200,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1423Kita Silstedt Erweiterung der Kita,,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,,"0,00",0,248.400,0,0,0,0
3.6.5.02.12/1423.6812000 Einz. a. Zuweisungen f. Investitionen,,"0,00",0,248.400,0,0,0,0
u.Investitionsförderm. Gemeinden & GV,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"0,00",50.000,440.000,0,0,0,0
3.6.5.02.12/1423.7851000 Auszahlungen für Hochbaumaßnahmen,,"0,00",50.000,440.000,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",-50.000,-191.600,0,0,0,0
