id,desc,_2020,_2021,_2022,_2023,_2024,_2025
2,Zuweisungen und allgemeine Umlagen,0.000000,30000.000000,36000.000000,36000.000000,36000.000000,36000.000000
8,Einzahlungen aus laufender Verwaltungstätigkeit,0.000000,30000.000000,36000.000000,36000.000000,36000.000000,36000.000000
9,Personalauszahlungen,0.000000,72300.000000,49000.000000,50200.000000,51500.000000,52800.000000
15,Auszahlungen aus laufender Verwaltungstätigkeit,0.000000,72300.000000,49000.000000,50200.000000,51500.000000,52800.000000
16,Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),0.000000,-42300.000000,-13000.000000,-14200.000000,-15500.000000,-16800.000000
17,Investitionstätigkeit - Einzahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,Einzahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,Investitionstätigkeit - Auszahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,Auszahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,Saldo aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
