"2 + Zuweisungen und allgemeine Umlagen","20.803,68",32.300,19.400,19.400,19.400,19.400,0
"1.2.6.01.6141000                  Zuweisungen für laufende Zwecke vom Land","20.803,68",32.300,19.400,19.400,19.400,19.400,0
"4 + öffentlich-rechtliche Leistungsentgelte","19.223,98",21.000,21.000,21.000,21.000,21.000,0
"1.2.6.01.6321000                  Benutzungsgebühren und ähnliche Entgelte","19.223,98",21.000,21.000,21.000,21.000,21.000,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","5.334,56",7.000,7.000,7.000,7.000,7.000,0
"1.2.6.01.6485000                  Einzahl. aus Kostenerstattungen von verbund.","4.733,00",7.000,7.000,7.000,7.000,7.000,0
"Untern., Sondervermö. und Beteilig.",,,,,,,
"1.2.6.01.6488000                  Einzahlungen aus Kostenerstattungen von übrigen","601,56",0,0,0,0,0,0
"Bereichen",,,,,,,
"8 Einzahlungen aus laufender Verwaltungstätigkeit","45.362,22",60.300,47.400,47.400,47.400,47.400,0
"9    Personalauszahlungen","1.069.747,79",1.140.700,1.192.900,1.201.700,1.226.000,1.250.800,0
"1.2.6.01.7011000                  Dienstauszahlungen und dgl. an Beamte","97.827,13",196.000,214.000,211.700,216.000,220.400,0
"1.2.6.01.7012000                  Dienstauszahlungen und dgl. an Arbeitnehmer","676.931,76",610.000,624.900,637.500,650.300,663.300,0
"1.2.6.01.7021000                  Beiträge zu Versorgungskassen für Beamte","139.959,87",185.900,199.400,194.600,198.500,202.500,0
"1.2.6.01.7022000                  Beiträge zu Versorgungskassen für Arbeitnehmer","25.730,81",25.600,26.300,26.900,27.500,28.100,0
"1.2.6.01.7032000                  Beiträge zur gesetzlichen Sozialver.aus","126.672,51",119.600,125.300,127.900,130.500,133.200,0
"DienstAusz und dgl. für Arbeitnehmer",,,,,,,
"1.2.6.01.7041000                  Beihilfen, Unterstützungsleistungen für","2.625,71",3.600,3.000,3.100,3.200,3.300,0
"Beschäftigte",,,,,,,
"11 + Auszahlungen für Sach- und Dienstleistungen","188.318,13",187.000,194.000,194.000,194.000,194.000,0
"1.2.6.01.7211014                  Unterhaltung der Grundstücke und baulichen","42.159,02",0,0,0,0,0,0
"Anlagen-Gebäudemanagement",,,,,,,
"1.2.6.01.7221000                  Unterhaltung des sonstigen unbeweglichen Vermögens","1.259,16",35.000,35.000,35.000,35.000,35.000,0
"1.2.6.01.7241000                  Bewirtschaftung der Grundstücke und baulichen","10,37",0,0,0,0,0,0
"Anlagen",,,,,,,
"1.2.6.01.7251000                  Haltung von Fahrzeugen","49.638,90",60.000,60.000,60.000,60.000,60.000,0
"1.2.6.01.7252000                  Erwerb geringwertiger Vermögensgegenstände","16.558,96",7.000,12.000,12.000,12.000,12.000,0
"1.2.6.01.7255000                  Unterhaltung des sonstigen beweglichen Vermögens","17.551,09",20.000,22.000,22.000,22.000,22.000,0
"1.2.6.01.7261000                  Besondere zahlungswirksame Aufwendungen für","49.972,23",52.000,52.000,52.000,52.000,52.000,0
"Beschäftigte",,,,,,,
"1.2.6.01.7271000                  Besondere Verwaltungs- und Betriebsauszahlungen","11.168,40",13.000,13.000,13.000,13.000,13.000,0
"12 + Transferauszahlungen","0,00",1.000,4.200,4.200,4.200,4.200,0
"1.2.6.01.7312000                  Zuweisungen an Gemeinden und Gemeindeverbände","0,00",1.000,1.000,1.000,1.000,1.000,0
"1.2.6.01.7318000                  Zuschüsse an übrige Bereiche","0,00",0,3.200,3.200,3.200,3.200,0
13 + Sonstige Auszahlungen,,"124.436,18",154.200,139.200,139.200,139.200,164.200,0
1.2.6.01.7411000 Sonstige Personal- und Versorgungsauszahlungen,,"276,33",0,0,0,0,0,0
1.2.6.01.7421000 Auszahlungen für ehrenamtliche und sonstige,,"61.676,00",80.000,85.000,85.000,85.000,85.000,0
Tätigkeit,,,,,,,,
1.2.6.01.7429000 Sonstige Auszahl. f. d. Inanspruchnahme von,,"3.244,80",4.000,4.000,4.000,4.000,4.000,0
Rechten u.Diensten (Mitgliedsbeitr.),,,,,,,,
1.2.6.01.7431000 Geschäftsauszahlungen,,"9.952,71",7.500,7.500,7.500,7.500,7.500,0
"1.2.6.01.7431100 Auszahlungen für Sachverständigen-,Gerichts-und",,"0,00",20.000,0,0,0,25.000,0
"ähnl.Kosten",,,,,,,,
1.2.6.01.7431400 Auszahlungen für Beitragsservice (GEZ),,"139,92",0,0,0,0,0,0
"1.2.6.01.7441000 Steuern, Versicherungen, Schadensfälle",,"10.041,30",4.700,4.700,4.700,4.700,4.700,0
1.2.6.01.7452000 Erstatt. f.d. Ausz. v. Dritten aus lfd.,,"39.085,12",38.000,38.000,38.000,38.000,38.000,0
Verwaltungstätigkeit an Gemeinde& GV,,,,,,,,
1.2.6.01.7482000 Besondere Auszahlungen Säumniszuschläge,,"20,00",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"1.382.502,10",1.482.900,1.530.300,1.539.100,1.563.400,1.613.200,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"-1.337.139,88",-1.422.600,-1.482.900,-1.491.700,-1.516.000,-1.565.800,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,,"6.000,00",0,0,440.000,125.000,125.000,0
1.2.6.01/0100.6811000 Einz. a. Zuweisungen f. Investitionen,,"6.000,00",0,0,0,0,0,0
u.Investitionsfördermaßnahmen Land,,,,,,,,
1.2.6.01/0500.6811000 Einz. a. Zuweisungen f. Investitionen,,"0,00",0,0,440.000,125.000,125.000,0
u.Investitionsfördermaßnahmen Land,,,,,,,,
25 Einzahlungen aus Investitionstätigkeit,,"6.000,00",0,0,440.000,125.000,125.000,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,,"506.461,01",314.900,432.000,1.093.000,1.107.000,434.000,483.000
Vermögensgegenständen,,,,,,,,
1.2.6.01/0080.7834000 Auszahlung für den Erwerb immaterieller,,"7.145,60",0,0,0,0,0,0
Vermögensgegenstände,,,,,,,,
1.2.6.01/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"72.085,40",36.900,86.200,50.000,50.000,50.000,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
1.2.6.01/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"38.203,97",178.000,128.800,176.000,40.000,26.000,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
1.2.6.01/0500.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"341.026,04",100.000,217.000,867.000,1.017.000,358.000,483.000
von mehr als 1000 Euro ohne UStr.,,,,,,,,
1.2.6.01/7005.7834000 Auszahlung für den Erwerb immaterieller,,"48.000,00",0,0,0,0,0,0
Vermögensgegenstände,,,,,,,,
31 + Baumaßnahmen,,"1.199.693,73",300.000,60.000,100.000,0,0,0
1.2.6.01/1604.7851000 Auszahlungen für Hochbaumaßnahmen,,"973.631,61",50.000,0,0,0,0,0
1.2.6.01/1612.7851000 Auszahlungen für Hochbaumaßnahmen,,"226.062,12",230.000,30.000,0,0,0,0
1.2.6.01/1613.7851000 Auszahlungen für Hochbaumaßnahmen,,"0,00",0,30.000,100.000,0,0,0
1.2.6.01/3854.7852000 Auszahlungen für Tiefbaumaßnahmen,,"0,00",20.000,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,,"1.706.154,74",614.900,492.000,1.193.000,1.107.000,434.000,483.000
34 Saldo aus Investitionstätigkeit,,"-1.700.154,74",-614.900,-492.000,-753.000,-982.000,-309.000,-483.000
