8  Einzahlungen aus laufender Verwaltungstätigkeit,"0,00",0,0,0,0,0,0
9Personalauszahlungen,"186.530,23",177.600,187.400,139.100,0,0,0
1.1.1.06.7011000 Dienstauszahlungen und dgl. an Beamte,"61.793,68",62.700,65.100,65.100,0,0,0
1.1.1.06.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"69.142,47",65.900,69.700,32.100,0,0,0
1.1.1.06.7021000 Beiträge zu Versorgungskassen für Beamte,"32.130,66",32.700,35.200,33.900,0,0,0
1.1.1.06.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"4.334,91",2.900,3.000,1.400,0,0,0
1.1.1.06.7032000 Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,"18.894,81",13.000,14.000,6.400,0,0,0
"1.1.1.06.7041000 Beihilfen, Unterstützungsleistungen für Beschäftigte","233,70",400,400,200,0,0,0
13 + Sonstige Auszahlungen,"0,00",10.000,20.000,20.000,35.000,35.000,0
"1.1.1.06.7431100 Auszahlungen für Sachverständigen-,Gerichts-und ähnl.Kosten","0,00",10.000,20.000,20.000,35.000,35.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"186.530,23",187.600,207.400,159.100,35.000,35.000,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-186.530,23",-187.600,-207.400,-159.100,-35.000,-35.000,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
