6 + sonstige Einzahlungen,,"428.195,31",351.400,430.000,430.000,430.000,430.000,0
5.3.3.01.6511000 Konzessionsabgaben,,"428.195,31",351.400,430.000,430.000,430.000,430.000,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,,"428.195,31",351.400,430.000,430.000,430.000,430.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"0,00",0,0,0,0,0,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"428.195,31",351.400,430.000,430.000,430.000,430.000,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
