6 + sonstige Einzahlungen,,"195.273,78",169.000,160.000,187.800,187.800,187.800,0
5.3.2.01.6511000 Konzessionsabgaben,,"195.273,78",169.000,160.000,187.800,187.800,187.800,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,,"195.273,78",169.000,160.000,187.800,187.800,187.800,0
13 + Sonstige Auszahlungen,,"4.991,75",0,0,0,0,0,0
5.3.2.01.7455000 Erstatt. f.d. Ausz. v. Dritten a. lfd VerwTät. an,,"4.991,75",0,0,0,0,0,0
"verb. Unt., Sondverm.& Beteil.",,,,,,,,
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"4.991,75",0,0,0,0,0,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"190.282,03",169.000,160.000,187.800,187.800,187.800,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
