2 + Zuweisungen und allgemeine Umlagen,"42.416,80",888.500,774.700,1.503.000,1.023.000,850.000,0
4 + öffentlich-rechtliche Leistungsentgelte,"47.668,21",44.400,175.800,175.800,175.800,175.800,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","797.725,08",756.300,818.000,634.000,650.000,666.000,0
6 + sonstige Einzahlungen,"334,00",300,300,300,300,300,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,"888.144,09",1.689.500,1.768.800,2.313.100,1.849.100,1.692.100,0
9Personalauszahlungen,"4.459.198,20",4.360.000,4.398.300,4.406.800,4.472.400,4.563.200,0
11 + Auszahlungen für Sach- und Dienstleistungen,"2.694.863,90",3.833.700,3.549.100,3.270.600,3.302.000,3.415.900,0
12 + Transferauszahlungen,"1.095.830,28",1.706.600,1.657.700,2.472.700,1.832.700,1.612.700,0
13 + Sonstige Auszahlungen,"554.857,44",639.900,659.700,672.200,662.400,577.100,0
14 + Zinsen und ähnliche Auszahlungen,"74.375,05",55.500,45.000,45.000,32.000,32.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"8.879.124,87",10.595.700,10.309.800,10.867.300,10.301.500,10.200.900,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-7.990.980,78",-8.906.200,-8.541.000,-8.554.200,-8.452.400,-8.508.800,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,"686.809,26",984.800,1.440.000,2.094.000,1.144.000,1.314.000,0
"19 + Veräußerung von Grundstücken, Gebäuden und Infrastrukturvermögen","672.289,04",1.620.200,5.742.900,620.000,365.000,1.000.000,0
22 + Baumaßnahmen,"350.074,44",0,538.500,0,0,0,0
23 + Beiträge und ähnliche Entgelte,"434.219,31",161.000,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"2.143.392,05",2.766.000,7.721.400,2.714.000,1.509.000,2.314.000,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
"28 + Erwerb von Grundstücken, Gebäuden und Infrastrukturvermögen","69.809,70",191.000,2.757.100,190.000,190.000,190.000,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,"416.381,10",456.000,7.200,4.800,5.100,1.500,0
Vermögensgegenständen,,,,,,,
31 + Baumaßnahmen,"2.221.971,19",3.633.900,4.492.500,4.869.000,2.519.000,2.260.000,600.000
33 Auszahlungen aus Investitionstätigkeit,"2.708.161,99",4.280.900,7.256.800,5.063.800,2.714.100,2.451.500,600.000
34 Saldo aus Investitionstätigkeit,"-564.769,94",-1.514.900,464.600,-2.349.800,-1.205.100,-137.500,-600.000
