id,desc,_2020,_2021,_2022,_2023,_2024,_2025
5,"privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen",9278.840000,261700.000000,261500.000000,261500.000000,261500.000000,261500.000000
6,sonstige Einzahlungen,3697.720000,0.000000,0.000000,0.000000,0.000000,0.000000
8,Einzahlungen aus laufender Verwaltungstätigkeit,12976.560000,261700.000000,261500.000000,261500.000000,261500.000000,261500.000000
9,Personalauszahlungen,783407.640000,819900.000000,869800.000000,887400.000000,905300.000000,923700.000000
11,Auszahlungen für Sach- und Dienstleistungen,115823.280000,170000.000000,217500.000000,170000.000000,170000.000000,170000.000000
13,Sonstige Auszahlungen,207884.390000,238700.000000,241500.000000,245600.000000,249700.000000,253900.000000
15,Auszahlungen aus laufender Verwaltungstätigkeit,1107115.310000,1228600.000000,1328800.000000,1303000.000000,1325000.000000,1347600.000000
16,Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),-1094138.750000,-966900.000000,-1067300.000000,-1041500.000000,-1063500.000000,-1086100.000000
17,Investitionstätigkeit - Einzahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,Einzahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,Investitionstätigkeit - Auszahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,Auszahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,Saldo aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
