2 + Zuweisungen und allgemeine Umlagen,"10.781,11",6.500,31.200,10.000,10.000,10.000,0
2.5.3.01.6144000 Zuweisungen für laufende Zwecke von gesetzlichen Sozialversicherungen (Koba),0,0,21.200,0,0,0,0
2.5.3.01.6147000 Zuschüsse für laufende Zwecke von privaten Unternehmen (Spenden),"2.200,00",1.500,2.000,2.000,2.000,2.000,0
2.5.3.01.6148000 Zuschüsse für laufende Zwecke von übrigen Bereichen (Spenden),"8.581,11",5.000,8.000,8.000,8.000,8.000,0
4 + öffentlich-rechtliche Leistungsentgelte,"71.000,07",55.000,70.000,70.000,70.000,70.000,0
2.5.3.01.6321000 Benutzungsgebühren und ähnliche Entgelte,"71.000,07",55.000,70.000,70.000,70.000,70.000,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","4.857,36",7.100,8.300,8.300,8.300,8.300,0
2.5.3.01.6421000 Einzahlungen aus dem Verkauf von beweglichen Sachen,"815,00",1.000,1.000,1.000,1.000,1.000,0
2.5.3.01.6480001 Einzahlungen aus Kostenerstattungen vom Bund,"3.941,67",6.000,7.200,7.200,7.200,7.200,0
2.5.3.01.6488000 Einzahlungen aus Kostenerstattungen von übrigen Bereichen,"100,69",100,100,100,100,100,0
8 Einzahlungen aus laufender Verwaltungstätigkeit,"86.638,54",68.600,109.500,88.300,88.300,88.300,0
9 Personalauszahlungen,"276.109,99",266.600,301.200,307.500,313.900,320.700,0
2.5.3.01.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"215.497,78",203.000,207.800,212.000,216.300,220.800,0
2.5.3.01.7019000 Dienstauszahlungen und dgl. an sonstige Beschäftigte,"7.670,04",9.900,29.800,30.400,31.100,31.800,0
2.5.3.01.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"8.424,43",8.600,8.600,8.800,9.000,9.200,0
2.5.3.01.7032000 Beiträge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer,"41.023,33",40.000,41.900,42.800,43.600,44.600,0
2.5.3.01.7039000 Beitr. zur gesetzl. Sozialvers. aus DienstAuszahl. und dgl. für sonst. Beschäft.,"2.590,50",4.000,12.000,12.300,12.600,12.900,0
"2.5.3.01.7041000 Beihilfen, Unterstützungsleistungen für Beschäftigte","903,91",1.100,1.100,1.200,1.300,1.400,0
11 + Auszahlungen für Sach- und Dienstleistungen,"53.249,67",125.300,61.800,61.800,61.800,61.800,0
2.5.3.01.7211000 Unterhaltung der Grundstücke und baulichen Anlagen,"717,62",0,0,0,0,0,0
2.5.3.01.7211014 Unterhaltung der Grundstücke und baulichen Anlagen-Gebäudemanagement,"7.436,47",57.200,0,0,0,0,0
2.5.3.01.7221000 Unterhaltung des sonstigen unbeweglichen Vermögens,"12.370,73",26.000,23.000,23.000,23.000,23.000,0
2.5.3.01.7231000 Auszahlungen für Mieten und Pachten,"499,8",600,600,600,600,600,0
2.5.3.01.7241000 Bewirtschaftung der Grundstücke und baulichen Anlage,"7.315,15",11.000,10.000,10.000,10.000,10.000,0
2.5.3.01.7251000 Haltung von Fahrzeugen,,"8.832,05",12.000,11.000,11.000,11.000,11.000,0
2.5.3.01.7252000 Erwerb geringwertiger Vermögensgegenstände,,"1.154,70",1.000,1.000,1.000,1.000,1.000,0
2.5.3.01.7255000 Unterhaltung des sonstigen beweglichen Vermögens,,"2.427,40",4.000,4.000,4.000,4.000,4.000,0
2.5.3.01.7261000 Besondere zahlungswirksame Aufwendungen für,,"724,09",700,700,700,700,700,0
Beschäftigte,,,,,,,,
2.5.3.01.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,,"10.763,65",11.000,10.500,10.500,10.500,10.500,0
2.5.3.01.7291000 Auszahlungen für sonstige Dienstleistungen,,"1.008,01",1.800,1.000,1.000,1.000,1.000,0
13 + Sonstige Auszahlungen,,"36.348,16",25.300,31.300,31.300,31.300,31.300,0
2.5.3.01.7429000 Sonstige Auszahl. f. d. Inanspruchnahme von,,"300,00",300,300,300,300,300,0
Rechten u.Diensten (Mitgliedsbeitr.),,,,,,,,
2.5.3.01.7431000 Geschäftsauszahlungen,,"839,98",1.000,1.000,1.000,1.000,1.000,0
2.5.3.01.7431300 Auszahlungen für Planungsleistungen,,"9.791,67",0,0,0,0,0,0
2.5.3.01.7431400 Auszahlungen für Beitragsservice (GEZ),,"69,96",0,0,0,0,0,0
"2.5.3.01.7441000 Steuern, Versicherungen, Schadensfälle",,"1.537,09",0,0,0,0,0,0
2.5.3.01.7456000 Erstatt. f.d. Ausz. v. Dritten aus lfd,,"23.809,46",24.000,30.000,30.000,30.000,30.000,0
Verwaltungstät. an so. öff. Sonderrechn.,,,,,,,,
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"365.707,82",417.200,394.300,400.600,407.000,413.800,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"-279.069,28",-348.600,-284.800,-312.300,-318.700,-325.500,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,,"2.385,65",101.500,2.000,7.500,4.500,7.000,0
Vermögensgegenständen,,,,,,,,
2.5.3.01/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"2.385,65",3.000,2.000,3.000,2.000,3.000,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
2.5.3.01/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",3.500,0,2.500,2.500,4.000,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
