100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"2.385,65",3.000,2.000,3.000,2.000,3.000,0
2.5.3.01/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"2.385,65",3.000,2.000,3.000,2.000,3.000,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-2.385,65",-3.000,-2.000,-3.000,-2.000,-3.000,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",3.500,0,2.500,2.500,4.000,0
2.5.3.01/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",3.500,0,2.500,2.500,4.000,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",-3.500,0,-2.500,-2.500,-4.000,0
"",,,,,,,,
500 Fahrzeuge,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",95.000,0,2.000,0,0,0
2.5.3.01/0500.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",95.000,0,2.000,0,0,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",-95.000,0,-2.000,0,0,0
"",,,,,,,,
1600Besuchertoiletten Wildpark,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"0,00",50.000,50.000,0,0,0,0
2.5.3.01/1600.7851000 Auszahlungen für Hochbaumaßnahmen,,"0,00",50.000,50.000,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",-50.000,-50.000,0,0,0,0
"",,,,,,,,
6666Bauliche Anlagen des Infrastrukturvermögens,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
8888mittelfristige Maßnahmen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
