8  Einzahlungen aus laufender Verwaltungstätigkeit,"0,00",0,0,0,0,0,0
9Personalauszahlungen,"8.922,53",36.100,30.100,31.100,32.100,33.100,0
1.1.1.04.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"7.250,51",28.900,24.100,24.700,25.300,25.900,0
1.1.1.04.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"273,02",1.300,1.000,1.100,1.200,1.300,0
1.1.1.04.7032000 Beiträge zur gesetzlichen Sozialver.aus,"1.370,89",5.700,4.800,5.000,5.200,5.400,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
"1.1.1.04.7041000 Beihilfen, Unterstützungsleistungen für","28,11",200,200,300,400,500,0
Beschäftigte,,,,,,,
11 + Auszahlungen für Sach- und Dienstleistungen,"1.904,18",2.100,2.100,2.100,2.100,2.100,0
1.1.1.04.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,"1.904,18",2.100,2.100,2.100,2.100,2.100,0
12 + Transferauszahlungen,"3.500,00",3.500,3.500,3.500,3.500,3.500,0
1.1.1.04.7318000 Zuschüsse an übrige Bereiche,"3.500,00",3.500,3.500,3.500,3.500,3.500,0
13 + Sonstige Auszahlungen,"14,00",0,0,0,0,0,0
1.1.1.04.7411000 Sonstige Personal- und Versorgungsauszahlungen,"14,00",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"14.340,71",41.700,35.700,36.700,37.700,38.700,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-14.340,71",-41.700,-35.700,-36.700,-37.700,-38.700,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
