"2 + Zuweisungen und allgemeine Umlagen","332.806,32",315.100,319.000,334.200,355.500,370.900,0
"3.6.5.02.14.6142000               Zuweisungen für laufende Zwecke von Gemeinden und","332.806,32",315.100,319.000,334.200,355.500,370.900,0
"Gemeindeverbänden",,,,,,,
"4 + öffentlich-rechtliche Leistungsentgelte","171.213,23",207.700,202.000,205.000,208.100,211.200,0
"3.6.5.02.14.6321000               Benutzungsgebühren und ähnliche Entgelte","171.213,23",207.700,202.000,205.000,208.100,211.200,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","35.168,29",0,0,0,0,0,0
"3.6.5.02.14.6482000               Einzahlungen aus Kostenerstattungen von Gemeinden","8.206,50",0,0,0,0,0,0
"und Gemeindeverbänden",,,,,,,
"3.6.5.02.14.6484000               Einzahlungen aus Kostenerstattungen von","26.961,79",0,0,0,0,0,0
"gesetzlichen Sozialversicherungen",,,,,,,
"8 Einzahlungen aus laufender Verwaltungstätigkeit","539.187,84",522.800,521.000,539.200,563.600,582.100,0
"9    Personalauszahlungen","590.879,82",632.700,644.200,657.300,620.600,595.100,0
"3.6.5.02.14.7012000               Dienstauszahlungen und dgl. an Arbeitnehmer","484.151,11",508.000,516.100,526.500,496.800,476.100,0
"3.6.5.02.14.7022000               Beiträge zu Versorgungskassen für Arbeitnehmer","19.406,32",21.700,21.800,22.300,21.100,20.400,0
"3.6.5.02.14.7032000               Beiträge zur gesetzlichen Sozialver.aus","85.384,01",99.800,103.800,105.900,100.100,95.900,0
"DienstAusz und dgl. für Arbeitnehmer",,,,,,,
"3.6.5.02.14.7041000               Beihilfen, Unterstützungsleistungen für","1.938,38",3.200,2.500,2.600,2.600,2.700,0
"Beschäftigte",,,,,,,
"11 + Auszahlungen für Sach- und Dienstleistungen","2.872,16",12.700,13.600,13.600,13.600,13.600,0
"3.6.5.02.14.7211000               Unterhaltung der Grundstücke und baulichen Anlagen","112,26",800,500,500,500,500,0
"3.6.5.02.14.7221000               Unterhaltung des sonstigen unbeweglichen Vermögens","656,83",800,900,900,900,900,0
"3.6.5.02.14.7231000               Auszahlungen für Mieten und Pachten","461,66",400,400,400,400,400,0
"3.6.5.02.14.7241000               Bewirtschaftung der Grundstücke und baulichen","113,05",4.500,4.500,4.500,4.500,4.500,0
"Anlagen",,,,,,,
"3.6.5.02.14.7252000               Erwerb geringwertiger Vermögensgegenstände ","406,92",1.700,1.700,1.700,1.700,1.700,0
"3.6.5.02.14.7255000               Unterhaltung des sonstigen beweglichen Vermögens ","62,07",300,300,300,300,300,0
"3.6.5.02.14.7261000               Besondere zahlungswirksame Aufwendungen für ","50,00",0,0,0,0,0,0
"Beschäftigte",,,,,,,
"3.6.5.02.14.7271000               Besondere Verwaltungs- und Betriebsauszahlungen","1.009,37",4.100,4.400,4.400,4.400,4.400,0
"3.6.5.02.14.7291000               Auszahlungen für sonstige Dienstleistungen","0,00",100,900,900,900,900,0
"13 + Sonstige Auszahlungen","895,11",1.800,2.300,3.300,3.300,3.300,0
"3.6.5.02.14.7411000               Sonstige Personal- und Versorgungsauszahlungen ","130,00",0,0,0,0,0,0
"3.6.5.02.14.7431000               Geschäftsauszahlungen","712,89",800,800,800,800,800,0
"3.6.5.02.14.7431200               Auszahlungen für Honorare","52,22",1.000,1.500,2.500,2.500,2.500,0
"15    Auszahlungen aus laufender Verwaltungstätigkeit","594.647,09",647.200,660.100,674.200,637.500,612.000,0
"16    Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15) ","-55.459,25",-124.400,-139.100,-135.000,-73.900,-29.900,0
"17   Investitionstätigkeit - Einzahlungen","0,00",0,0,0,0,0,0
"25   Einzahlungen aus Investitionstätigkeit ","0,00",0,0,0,0,0,0
"26   Investitionstätigkeit - Auszahlungen ","0,00",0,0,0,0,0,0
"29   + Erwerb von beweglichen Anlagevermögen und immateriellen","2.695,43",0,4.000,4.000,3.000,4.000,0
"Vermögensgegenständen",,,,,,,
"3.6.5.02.14/0100.7832000          Ausz. f.d. Erw. v. beweg. Vermögensgegenständen","2.695,43",0,1.000,0,0,0,0
"v. > 150 bis 1000 € o. UStr.",,,,,,,
"3.6.5.02.14/0200.7831000          Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.","0,00",0,3.000,4.000,3.000,4.000,0
"von mehr als 1000 Euro ohne UStr.",,,,,,,
"33   Auszahlungen aus Investitionstätigkeit","2.695,43",0,4.000,4.000,3.000,4.000,0
"34   Saldo aus Investitionstätigkeit","-2.695,43",0,-4.000,-4.000,-3.000,-4.000,0
