2 + Zuweisungen und allgemeine Umlagen,"334.663,69",150.200,183.300,106.600,100.500,100.500,0
4 + öffentlich-rechtliche Leistungsentgelte,"1.232.717,47",1.208.800,1.235.800,1.250.800,1.255.800,1.245.800,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","732.906,05",529.100,517.300,532.300,532.300,532.300,0
6 + sonstige Einzahlungen,"148.893,34",303.200,0,0,0,0,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,"2.449.180,55",2.191.300,1.936.400,1.889.700,1.888.600,1.878.600,0
9Personalauszahlungen,"4.503.672,19",4.412.100,4.949.800,5.051.000,5.153.700,5.259.000,0
11 + Auszahlungen für Sach- und Dienstleistungen,"1.919.581,44",2.124.400,2.293.700,2.204.400,2.164.300,2.167.900,0
13 + Sonstige Auszahlungen,"477.901,21",553.400,248.700,159.700,117.700,116.700,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"6.901.154,84",7.089.900,7.492.200,7.415.100,7.435.700,7.543.600,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-4.451.974,29",-4.898.600,-5.555.800,-5.525.400,-5.547.100,-5.665.000,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,"0,00",0,6.000,0,0,0,0
20 + Veräußerung von beweglichem Anlagevermögen und immateriellen,"5.674,65",10.000,30.000,20.000,23.000,10.000,0
Vermögensgegenständen,,,,,,,
25 Einzahlungen aus Investitionstätigkeit,"5.674,65",10.000,36.000,20.000,23.000,10.000,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,"435.960,89",572.700,252.000,249.800,222.000,212.500,0
Vermögensgegenständen,,,,,,,
31 + Baumaßnahmen,"66.169,95",200.000,145.000,80.000,15.000,15.000,0
33 Auszahlungen aus Investitionstätigkeit,"502.130,84",772.700,397.000,329.800,237.000,227.500,0
34 Saldo aus Investitionstätigkeit,"-496.456,19",-762.700,-361.000,-309.800,-214.000,-217.500,0
