"4 + öffentlich-rechtliche Leistungsentgelte ","1.160,00",1.000,1.000,1.000,1.000,1.000,0
"1.1.1.03.6311000                  Verwaltungsgebühren ","160,00",0,0,0,0,0,0
"1.1.1.03.6321000                  Benutzungsgebühren und ähnliche Entgelte","1.000,00",1.000,1.000,1.000,1.000,1.000,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen ","509.331,63",507.000,476.000,486.000,496.000,506.000,0
"1.1.1.03.6411000                  Einzahlungen aus Mieten und Pachten","503.356,29",500.000,470.000,480.000,490.000,500.000,0
"1.1.1.03.6488000                  Einzahlungen aus Kostenerstattungen von übrigen ","5.975,34",7.000,6.000,6.000,6.000,6.000,0
"Bereichen",,,,,,,
"6 + sonstige Einzahlungen","334,00",300,300,300,300,300,0
"1.1.1.03.6591000                  Andere sonstige Einzahlungen aus laufender","334,00",300,300,300,300,300,0
"Verwaltungstätigkeit",,,,,,,
"8 Einzahlungen aus laufender Verwaltungstätigkeit","510.825,63",508.300,477.300,487.300,497.300,507.300,0
"9    Personalauszahlungen","396.169,80",378.000,424.800,433.400,442.300,451.200,0
"1.1.1.03.7012000                  Dienstauszahlungen und dgl. an Arbeitnehmer","320.129,75",303.800,340.700,347.500,354.500,361.600,0
"1.1.1.03.7022000                  Beiträge zu Versorgungskassen für Arbeitnehmer","13.083,24",12.900,14.200,14.500,14.800,15.100,0
"1.1.1.03.7032000                  Beiträge zur gesetzlichen Sozialver.aus","61.624,30",59.600,68.300,69.700,71.200,72.600,0
"DienstAusz und dgl. für Arbeitnehmer",,,,,,,
"1.1.1.03.7041000                  Beihilfen, Unterstützungsleistungen für ","1.332,51",1.700,1.600,1.700,1.800,1.900,0
"Beschäftigte",,,,,,,
"11 + Auszahlungen für Sach- und Dienstleistungen ","94.285,86",238.000,165.000,165.000,165.000,165.000,0
"1.1.1.03.7211000                  Unterhaltung der Grundstücke und baulichen Anlagen","12.340,29",50.000,24.000,24.000,24.000,24.000,0
"1.1.1.03.7221000                  Unterhaltung des sonstigen unbeweglichen Vermögens","1.726,46",100.000,50.000,50.000,50.000,50.000,0
"1.1.1.03.7231000                  Auszahlungen für Mieten und Pachten","17.281,18",18.000,18.000,18.000,18.000,18.000,0
"1.1.1.03.7241000                  Bewirtschaftung der Grundstücke und baulichen","62.937,93",70.000,70.000,70.000,70.000,70.000,0
"Anlagen",,,,,,,
"1.1.1.03.7291000                  Auszahlungen für sonstige Dienstleistungen ","0,00",0,3.000,3.000,3.000,3.000,0
"13 + Sonstige Auszahlungen","15.986,29",53.100,11.100,1.100,1.100,1.100,0
"1.1.1.03.7411000                  Sonstige Personal- und Versorgungsauszahlungen ","382,45",0,0,0,0,0,0
"1.1.1.03.7431000                  Geschäftsauszahlungen ","1.608,00",100,100,100,100,100,0
"1.1.1.03.7431100                  Auszahlungen für Sachverständigen-,Gerichts-und","8,50",3.000,1.000,1.000,1.000,1.000,0
"ähnl.Kosten",,,,,,,
"1.1.1.03.7458000                  Erstatt. für die Auszahl. von Dritten aus lfd.","13.974,60",50.000,10.000,0,0,0,0
"Verwaltungstät. an übrige Ber.",,,,,,,
"1.1.1.03.7482000                  Besondere Auszahlungen Säumniszuschläge ","12,74",0,0,0,0,0,0
"15 Auszahlungen aus laufender Verwaltungstätigkeit ","506.441,95",669.100,600.900,599.500,608.400,617.300,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"4.383,68",-160.800,-123.600,-112.200,-111.100,-110.000,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
"19 + Veräußerung von Grundstücken, Gebäuden und Infrastrukturvermögen","672.289,04",1.620.200,5.742.900,620.000,365.000,1.000.000,0
"1.1.1.03/0003.6821000 Einzahlungen aus Veräußerung von Grundstücken,","7.630,30",1.620.200,1.357.800,620.000,365.000,1.000.000,0
"Gebäuden, Infrastrukturvermögen",,,,,,,
"1.1.1.03/0004.6821000 Einzahlungen aus Veräußerung von Grundstücken,","0,00",0,4.385.100,0,0,0,0
"Gebäuden, Infrastrukturvermögen",,,,,,,
"1.1.1.03/0007.6821000 Einzahlungen aus Veräußerung von Grundstücken,","664.658,74",0,0,0,0,0,0
"Gebäuden, Infrastrukturvermögen",,,,,,,
22 + Baumaßnahmen,"256.514,33",0,0,0,0,0,0
1.1.1.03/1103.6851000 Einzahlungen für Baumaßnahmen,"256.514,33",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"928.803,37",1.620.200,5.742.900,620.000,365.000,1.000.000,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
"28 + Erwerb von Grundstücken, Gebäuden und Infrastrukturvermögen","69.809,70",191.000,2.757.100,190.000,190.000,190.000,0
"1.1.1.03/0001.7821000 Auszahlungen für den Erwerb von Grundstücken,","69.794,33",141.000,60.000,140.000,140.000,140.000,0
Gebäuden und Infrastrukturvermögen,,,,,,,
"1.1.1.03/0004.7821000 Auszahlungen für den Erwerb von Grundstücken,","0,00",0,2.647.100,0,0,0,0
Gebäuden und Infrastrukturvermögen,,,,,,,
"1.1.1.03/0008.7821000 Auszahlungen für den Erwerb von Grundstücken,","15,37",50.000,50.000,50.000,50.000,50.000,0
Gebäuden und Infrastrukturvermögen,,,,,,,
33 Auszahlungen aus Investitionstätigkeit,"69.809,70",191.000,2.757.100,190.000,190.000,190.000,0
34 Saldo aus Investitionstätigkeit,"858.993,67",1.429.200,2.985.800,430.000,175.000,810.000,0
