id;desc;_2020;_2021;_2022;_2023;_2024;_2025
5;privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen;31794.040000;40000.000000;130000.000000;0.000000;25000.000000;20000.000000
8;Einzahlungen aus laufender Verwaltungstätigkeit;31794.040000;40000.000000;130000.000000;0.000000;25000.000000;20000.000000
11;Auszahlungen für Sach- und Dienstleistungen;497.080000;10000.000000;17000.000000;0.000000;4500.000000;4500.000000
13;Sonstige Auszahlungen;22142.040000;51100.000000;180000.000000;500.000000;65500.000000;30500.000000
15;Auszahlungen aus laufender Verwaltungstätigkeit;22639.120000;61100.000000;197000.000000;500.000000;70000.000000;35000.000000
16;Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15);9154.920000;-21100.000000;-67000.000000;-500.000000;-45000.000000;-15000.000000
17;Investitionstätigkeit - Einzahlungen;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
25;Einzahlungen aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
26;Investitionstätigkeit - Auszahlungen;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
33;Auszahlungen aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
34;Saldo aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
