id,desc,_2020,_2021,_2022,_2023,_2024,_2025
2,Zuweisungen und allgemeine Umlagen,129486.080000,0.000000,0.000000,0.000000,0.000000,0.000000
4,öffentlich-rechtliche Leistungsentgelte,2180235.080000,2581000.000000,2581000.000000,2782000.000000,3245000.000000,3245000.000000
6,sonstige Einzahlungen,130755.080000,239100.000000,0.000000,0.000000,0.000000,0.000000
8,Einzahlungen aus laufender Verwaltungstätigkeit,2440476.240000,2820100.000000,2581000.000000,2782000.000000,3245000.000000,3245000.000000
12,Transferauszahlungen,199403.000000,199500.000000,2630500.000000,2499500.000000,2499500.000000,2499500.000000
13,Sonstige Auszahlungen,2437119.460000,2820100.000000,116100.000000,125200.000000,146100.000000,146100.000000
15,Auszahlungen aus laufender Verwaltungstätigkeit,2636522.460000,3019600.000000,2746600.000000,2624700.000000,2645600.000000,2645600.000000
16,Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),-196046.220000,-199500.000000,-165600.000000,157300.000000,599400.000000,599400.000000
17,Investitionstätigkeit - Einzahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,Einzahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,Investitionstätigkeit - Auszahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,Auszahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,Saldo aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
