"2 + Zuweisungen und allgemeine Umlagen","91.766,53",113.400,121.600,124.400,133.300,136.300,0
"3.6.5.02.13.6142000               Zuweisungen für laufende Zwecke von Gemeinden und","91.194,84",113.400,121.600,124.400,133.300,136.300,0
"Gemeindeverbänden",,,,,,,
"3.6.5.02.13.6147000               Zuschüsse für laufende Zwecke von privaten","571,69",0,0,0,0,0,0
"Unternehmen",,,,,,,
"4 + öffentlich-rechtliche Leistungsentgelte","21.535,40",46.200,36.200,36.700,37.300,37.800,0
"3.6.5.02.13.6321000               Benutzungsgebühren und ähnliche Entgelte","21.535,40",46.200,36.200,36.700,37.300,37.800,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","3.363,83",1.300,16.500,16.800,17.000,17.300,0
"3.6.5.02.13.6461000               Sonstige privatrechtliche Leistungsentgelte","433,22",0,0,0,0,0,0
"3.6.5.02.13.6482000               Einzahlungen aus Kostenerstattungen von Gemeinden","2.930,61",1.300,16.500,16.800,17.000,17.300,0
"und Gemeindeverbänden",,,,,,,
"8 Einzahlungen aus laufender Verwaltungstätigkeit","116.665,76",160.900,174.300,177.900,187.600,191.400,0
"9    Personalauszahlungen","188.382,83",191.100,270.500,276.200,282.000,287.800,0
"3.6.5.02.13.7012000               Dienstauszahlungen und dgl. an Arbeitnehmer","152.632,87",153.500,216.900,221.300,225.800,230.400,0
"3.6.5.02.13.7022000               Beiträge zu Versorgungskassen für Arbeitnehmer","6.126,97",6.500,8.900,9.100,9.300,9.500,0
"3.6.5.02.13.7032000               Beiträge zur gesetzlichen Sozialver.aus","28.981,62",30.200,43.600,44.600,45.600,46.500,0
"DienstAusz und dgl. für Arbeitnehmer",,,,,,,
"3.6.5.02.13.7041000               Beihilfen, Unterstützungsleistungen für","641,37",900,1.100,1.200,1.300,1.400,0
"Beschäftigte",,,,,,,
"11 + Auszahlungen für Sach- und Dienstleistungen","34.369,60",113.700,62.800,62.900,13.000,13.100,0
"3.6.5.02.13.7211000               Unterhaltung der Grundstücke und baulichen Anlagen","3.214,82",3.500,500,500,500,500,0
"3.6.5.02.13.7211014               Unterhaltung der Grundstücke und baulichen","10.526,73",100.000,50.000,50.000,0,0,0
"Anlagen-Gebäudemanagement",,,,,,,
"3.6.5.02.13.7221000               Unterhaltung des sonstigen unbeweglichen Vermögens","10.966,02",500,600,600,600,600,0
"3.6.5.02.13.7231000               Auszahlungen für Mieten und Pachten","411,02",400,400,400,400,400,0
"3.6.5.02.13.7241000               Bewirtschaftung der Grundstücke und baulichen","7.495,46",7.300,8.800,8.900,9.000,9.100,0
"Anlagen",,,,,,,
"3.6.5.02.13.7252000               Erwerb geringwertiger Vermögensgegenstände","718,77",500,600,600,600,600,0
"3.6.5.02.13.7255000               Unterhaltung des sonstigen beweglichen Vermögens","10,48",300,300,300,300,300,0
"3.6.5.02.13.7271000               Besondere Verwaltungs- und Betriebsauszahlungen","1.026,30",1.000,1.100,1.100,1.100,1.100,0
"3.6.5.02.13.7291000               Auszahlungen für sonstige Dienstleistungen","0,00",200,500,500,500,500,0
"13 + Sonstige Auszahlungen","1.943,47",1.600,2.100,3.100,3.100,3.100,0
"3.6.5.02.13.7411000               Sonstige Personal- und Versorgungsauszahlungen","542,50",0,0,0,0,0,0
3.6.5.02.13.7431000 Geschäftsauszahlungen,,"390,69",600,600,600,600,600,0
3.6.5.02.13.7431200 Auszahlungen für Honorare,,"27,77",1.000,1.500,2.500,2.500,2.500,0
3.6.5.02.13.7431400 Auszahlungen für Beitragsservice (GEZ),,"104,94",0,0,0,0,0,0
"3.6.5.02.13.7441000 Steuern, Versicherungen, Schadensfälle",,"877,57",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"224.695,90",306.400,335.400,342.200,298.100,304.000,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"-108.030,14",-145.500,-161.100,-164.300,-110.500,-112.600,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,,"448,31",0,0,0,0,0,0
3.6.5.02.13/0100.6817000 Einz. a. Zuschüssen f. Investitionen,,"448,31",0,0,0,0,0,0
u.Invest.fördermaßnahmen priv.Unternehmen,,,,,,,,
25 Einzahlungen aus Investitionstätigkeit,,"448,31",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,,"16.029,37",0,600,600,600,600,0
Vermögensgegenständen,,,,,,,,
3.6.5.02.13/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"448,31",0,600,600,600,600,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
3.6.5.02.13/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"15.581,06",0,0,0,0,0,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
33 Auszahlungen aus Investitionstätigkeit,,"16.029,37",0,600,600,600,600,0
34 Saldo aus Investitionstätigkeit,,"-15.581,06",0,-600,-600,-600,-600,0
