2 + Zuweisungen und allgemeine Umlagen,"494.499,85",523.600,466.500,479.500,498.600,511.700,0
3.6.5.02.01.6141000 Zuweisungen für laufende Zwecke vom Land,"13.161,85",0,0,0,0,0,0
3.6.5.02.01.6142000 Zuweisungen für laufende Zwecke von Gemeinden und,"481.338,00",523.600,466.500,479.500,498.600,511.700,0
Gemeindeverbänden,,,,,,,
4 + öffentlich-rechtliche Leistungsentgelte,"71.070,38",126.600,73.300,74.300,75.400,76.600,0
3.6.5.02.01.6321000 Benutzungsgebühren und ähnliche Entgelte,"71.070,38",126.600,73.300,74.300,75.400,76.600,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","88.932,79",49.300,78.100,79.200,80.400,81.500,0
3.6.5.02.01.6480001 Einzahlungen aus Kostenerstattungen vom Bund,"2.389,36",3.000,3.600,3.600,3.600,3.600,0
3.6.5.02.01.6482000 Einzahlungen aus Kostenerstattungen von Gemeinden,"56.197,12",46.300,74.500,75.600,76.800,77.900,0
und Gemeindeverbänden,,,,,,,
3.6.5.02.01.6484000 Einzahlungen aus Kostenerstattungen von,"30.346,31",0,0,0,0,0,0
gesetzlichen Sozialversicherungen,,,,,,,
8  Einzahlungen aus laufender Verwaltungstätigkeit,"654.503,02",699.500,617.900,633.000,654.400,669.800,0
9Personalauszahlungen,"817.136,48",837.500,990.000,1.010.100,1.030.600,1.051.400,0
3.6.5.02.01.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"664.386,70",667.700,787.800,803.700,819.800,836.200,0
3.6.5.02.01.7019000 Dienstauszahlungen und dgl. an sonstige,"1.594,55",5.000,5.100,5.300,5.500,5.700,0
Beschäftigte,,,,,,,
3.6.5.02.01.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"26.738,28",28.200,33.000,33.700,34.400,35.100,0
3.6.5.02.01.7032000 Beiträge zur gesetzlichen Sozialver.aus,"121.132,07",130.800,158.300,161.400,164.700,168.000,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
3.6.5.02.01.7039000 Beitr. zur gesetzl. Sozialvers. aus,"633,83",2.000,2.100,2.200,2.300,2.400,0
DienstAuszahl. und dgl. für sonst. Beschäft.,,,,,,,
"3.6.5.02.01.7041000 Beihilfen, Unterstützungsleistungen für","2.651,05",3.800,3.700,3.800,3.900,4.000,0
Beschäftigte,,,,,,,
11 + Auszahlungen für Sach- und Dienstleistungen,"89.498,35",45.100,46.200,68.600,199.000,57.600,0
3.6.5.02.01.7211000 Unterhaltung der Grundstücke und baulichen Anlagen,"2.365,48",3.100,500,500,500,500,0
3.6.5.02.01.7211014 Unterhaltung der Grundstücke und baulichen,"43.635,78",0,0,20.000,150.000,8.000,0
Anlagen-Gebäudemanagement,,,,,,,
3.6.5.02.01.7221000 Unterhaltung des sonstigen unbeweglichen Vermögens,"1.151,54",900,1.000,400,400,400,0
3.6.5.02.01.7231000 Auszahlungen für Mieten und Pachten,"417,67",400,400,400,400,400,0
3.6.5.02.01.7241000 Bewirtschaftung der Grundstücke und baulichen,"16.834,24",17.500,18.600,18.700,18.800,18.900,0
Anlagen,,,,,,,
3.6.5.02.01.7252000 Erwerb geringwertiger Vermögensgegenstände,"784,36",1.200,1.100,1.100,1.100,1.100,0
3.6.5.02.01.7255000 Unterhaltung des sonstigen beweglichen Vermögens,"96,04",400,300,300,300,300,0
3.6.5.02.01.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,,"1.475,10",2.600,2.000,2.000,2.000,2.000,0
3.6.5.02.01.7291000 Auszahlungen für sonstige Dienstleistungen,,"22.738,14",19.000,22.300,25.200,25.500,26.000,0
13 + Sonstige Auszahlungen,,"2.283,84",1.800,3.800,3.300,3.300,3.300,0
3.6.5.02.01.7431000 Geschäftsauszahlungen,,"763,36",800,800,800,800,800,0
3.6.5.02.01.7431200 Auszahlungen für Honorare,,"54,42",1.000,3.000,2.500,2.500,2.500,0
3.6.5.02.01.7431400 Auszahlungen für Beitragsservice (GEZ),,"69,96",0,0,0,0,0,0
"3.6.5.02.01.7441000 Steuern, Versicherungen, Schadensfälle",,"1.396,10",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"908.918,67",884.400,1.040.000,1.082.000,1.232.900,1.112.300,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"-254.415,65",-184.900,-422.100,-449.000,-578.500,-442.500,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
18Zuwendungen für Investitonen und Investitionsförderungsmaßnahmen,,"1.000,00",0,0,0,0,0,0
3.6.5.02.01/0100.6817000 Einz. a. Zuschüssen f. Investitionen,,"1.000,00",0,0,0,0,0,0
u.Invest.fördermaßnahmen priv.Unternehmen,,,,,,,,
25 Einzahlungen aus Investitionstätigkeit,,"1.000,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
29 + Erwerb von beweglichen Anlagevermögen und immateriellen,,"3.986,47",0,2.100,3.600,1.900,2.200,0
Vermögensgegenständen,,,,,,,,
3.6.5.02.01/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"3.986,47",0,2.100,3.600,1.900,2.200,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
33 Auszahlungen aus Investitionstätigkeit,,"3.986,47",0,2.100,3.600,1.900,2.200,0
34 Saldo aus Investitionstätigkeit,,"-2.986,47",0,-2.100,-3.600,-1.900,-2.200,0
