id,desc,_2020,_2021,_2022,_2023,_2024,_2025
8,Einzahlungen aus laufender Verwaltungstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,Personalauszahlungen,186530.230000,177600.000000,187400.000000,139100.000000,0.000000,0.000000
13,Sonstige Auszahlungen,0.000000,10000.000000,20000.000000,20000.000000,35000.000000,35000.000000
15,Auszahlungen aus laufender Verwaltungstätigkeit,186530.230000,187600.000000,207400.000000,159100.000000,35000.000000,35000.000000
16,Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),-186530.230000,-187600.000000,-207400.000000,-159100.000000,-35000.000000,-35000.000000
17,Investitionstätigkeit - Einzahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,Einzahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,Investitionstätigkeit - Auszahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,Auszahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,Saldo aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
