100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"1.188,03",600,0,2.000,0,0,0
4.2.4.02/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"1.188,03",600,0,2.000,0,0,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-1.188,03",-600,0,-2.000,0,0,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,7.300,5.000,0,0,0
4.2.4.02/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",0,7.300,5.000,0,0,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-7.300,-5.000,0,0,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"3.052,73",15.000,0,0,0,6.000,0
4.2.4.02/0300.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"3.052,73",15.000,0,0,0,6.000,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-3.052,73",-15.000,0,0,0,-6.000,0
"",,,,,,,,
400 Maschinen und techn. Anlagen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1507 Schwimmhalle Erneuerung Filteranlage,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
"1508 Schwimmhalle Erneuerung Schaltschränke, Elektro",,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
8888mittelfristige Maßnahmen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
