100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"897,38",0,0,0,0,0,0
1.1.1.12/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"897,38",0,0,0,0,0,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-897,38",0,0,0,0,0,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"1.311,99",5.000,7.500,10.000,7.000,5.000,0
1.1.1.12/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"1.311,99",5.000,7.500,10.000,7.000,5.000,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-1.311,99",-5.000,-7.500,-10.000,-7.000,-5.000,0
"",,,,,,,,
1109Wertstoffhof Regenwasseraufbereitungsanlage,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
