id,desc,_2020,_2021,_2022,_2023,_2024,_2025
8,Einzahlungen aus laufender Verwaltungstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,Auszahlungen für Sach- und Dienstleistungen,0.000000,0.000000,7000.000000,0.000000,0.000000,0.000000
12,Transferauszahlungen,1200.000000,3000.000000,1200.000000,1200.000000,10000.000000,3000.000000
13,Sonstige Auszahlungen,110012.760000,134000.000000,134000.000000,134000.000000,134000.000000,134000.000000
15,Auszahlungen aus laufender Verwaltungstätigkeit,111212.760000,137000.000000,142200.000000,135200.000000,144000.000000,137000.000000
16,Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),-111212.760000,-137000.000000,-142200.000000,-135200.000000,-144000.000000,-137000.000000
17,Investitionstätigkeit - Einzahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,Einzahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,Investitionstätigkeit - Auszahlungen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,Auszahlungen aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,Saldo aus Investitionstätigkeit,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
