2 + Zuweisungen und allgemeine Umlagen,"259.329,60",259.500,244.900,256.600,274.300,286.200,0
3.6.5.02.15.6142000 Zuweisungen für laufende Zwecke von Gemeinden und,"259.329,60",259.500,244.900,256.600,274.300,286.200,0
Gemeindeverbänden,,,,,,,
4 + öffentlich-rechtliche Leistungsentgelte,"140.090,75",168.600,154.100,156.500,158.800,161.200,0
3.6.5.02.15.6321000 Benutzungsgebühren und ähnliche Entgelte,"140.090,75",168.600,154.100,156.500,158.800,161.200,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","1.578,05",0,0,0,0,0,0
3.6.5.02.15.6461000 Sonstige privatrechtliche Leistungsentgelte,"40,05",0,0,0,0,0,0
3.6.5.02.15.6482000 Einzahlungen aus Kostenerstattungen von Gemeinden,"1.538,00",0,0,0,0,0,0
und Gemeindeverbänden,,,,,,,
8  Einzahlungen aus laufender Verwaltungstätigkeit,"400.998,40",428.100,399.000,413.100,433.100,447.400,0
9Personalauszahlungen,"462.390,57",434.600,416.500,425.000,433.600,442.500,0
3.6.5.02.15.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"375.671,49",349.000,333.800,340.600,347.400,354.400,0
3.6.5.02.15.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"14.680,08",14.900,13.900,14.200,14.500,14.800,0
3.6.5.02.15.7032000 Beiträge zur gesetzlichen Sozialver.aus,"70.558,46",68.600,67.200,68.500,69.900,71.400,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
"3.6.5.02.15.7041000 Beihilfen, Unterstützungsleistungen für","1.480,54",2.100,1.600,1.700,1.800,1.900,0
Beschäftigte,,,,,,,
11 + Auszahlungen für Sach- und Dienstleistungen,"2.976,47",13.300,18.200,18.200,13.200,13.200,0
3.6.5.02.15.7211000 Unterhaltung der Grundstücke und baulichen Anlagen,"485,39",1.000,500,500,500,500,0
3.6.5.02.15.7221000 Unterhaltung des sonstigen unbeweglichen Vermögens,"584,47",200,200,200,200,200,0
3.6.5.02.15.7231000 Auszahlungen für Mieten und Pachten,"372,58",400,400,400,400,400,0
3.6.5.02.15.7241000 Bewirtschaftung der Grundstücke und baulichen,"194,99",6.500,6.500,6.500,6.500,6.500,0
Anlagen,,,,,,,
3.6.5.02.15.7252000 Erwerb geringwertiger Vermögensgegenstände,"579,16",1.400,6.300,6.300,1.300,1.300,0
3.6.5.02.15.7255000 Unterhaltung des sonstigen beweglichen Vermögens,"73,36",200,300,300,300,300,0
3.6.5.02.15.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,"686,52",3.500,3.400,3.400,3.400,3.400,0
3.6.5.02.15.7291000 Auszahlungen für sonstige Dienstleistungen,"0,00",100,600,600,600,600,0
13 + Sonstige Auszahlungen,"715,86",1.700,2.200,3.200,3.200,3.200,0
3.6.5.02.15.7411000 Sonstige Personal- und Versorgungsauszahlungen,"53,84",0,0,0,0,0,0
3.6.5.02.15.7431000 Geschäftsauszahlungen,"571,04",700,700,700,700,700,0
3.6.5.02.15.7431200 Auszahlungen für Honorare,"38,51",1.000,1.500,2.500,2.500,2.500,0
3.6.5.02.15.7431400 Auszahlungen für Beitragsservice (GEZ),"52,47",0,0,0,0,0,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"466.082,90",449.600,436.900,446.400,450.000,458.900,0
"16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15)","-65.084,50",-21.500,-37.900,-33.300,-16.900,-11.500,0
"17 Investitionstätigkeit - Einzahlungen ","0,00",0,0,0,0,0,0
"25 Einzahlungen aus Investitionstätigkeit ","0,00",0,0,0,0,0,0
"26 Investitionstätigkeit - Auszahlungen ","0,00",0,0,0,0,0,0
"29 + Erwerb von beweglichen Anlagevermögen und immateriellen","678,03",0,20.000,15.000,3.200,3.000,0
"Vermögensgegenständen",,,,,,,
"3.6.5.02.15/0100.7832000          Ausz. f.d. Erw. v. beweg. Vermögensgegenständen ","678,03",0,0,0,3.200,3.000,0
"v. > 150 bis 1000 € o. UStr.",,,,,,,
"3.6.5.02.15/0200.7831000          Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.","0,00",0,20.000,15.000,0,0,0
"von mehr als 1000 Euro ohne UStr.",,,,,,,
"33 Auszahlungen aus Investitionstätigkeit","678,03",0,20.000,15.000,3.200,3.000,0
"34 Saldo aus Investitionstätigkeit","-678,03",0,-20.000,-15.000,-3.200,-3.000,0
