2 + Zuweisungen und allgemeine Umlagen,"7.736,80",19.000,32.700,0,0,0,0
5.6.1.01.6141000 Zuweisungen für laufende Zwecke vom Land,"7.736,80",13.500,23.200,0,0,0,0
5.6.1.01.6147000 Zuschüsse für laufende Zwecke von privaten,"0,00",3.000,7.500,0,0,0,0
Unternehmen,,,,,,,
5.6.1.01.6148000 Zuschüsse für laufende Zwecke von übrigen,"0,00",2.500,2.000,0,0,0,0
Bereichen,,,,,,,
8  Einzahlungen aus laufender Verwaltungstätigkeit,"7.736,80",19.000,32.700,0,0,0,0
11 + Auszahlungen für Sach- und Dienstleistungen,"1.476,17",24.500,38.300,5.500,5.500,5.500,0
5.6.1.01.7252000 Erwerb geringwertiger Vermögensgegenstände,"0,00",500,500,500,500,500,0
5.6.1.01.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,"1.476,17",24.000,37.800,5.000,5.000,5.000,0
12 + Transferauszahlungen,"0,00",10.000,16.700,16.700,16.700,16.700,0
5.6.1.01.7318000 Zuschüsse an übrige Bereiche,"0,00",10.000,16.700,16.700,16.700,16.700,0
13 + Sonstige Auszahlungen,"11.015,24",19.500,13.000,11.000,11.000,11.000,0
5.6.1.01.7429000 Sonstige Auszahl. f. d. Inanspruchnahme von,"2.545,04",3.000,3.000,3.000,3.000,3.000,0
Rechten u.Diensten (Mitgliedsbeitr.),,,,,,,
5.6.1.01.7431200 Auszahlungen für Honorare,"8.470,20",16.500,10.000,8.000,8.000,8.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,"12.491,41",54.000,68.000,33.200,33.200,33.200,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),"-4.754,61",-35.000,-35.300,-33.200,-33.200,-33.200,0
17 Investitionstätigkeit - Einzahlungen,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,"0,00",0,0,0,0,0,0
31 + Baumaßnahmen,"26.803,70",15.000,0,0,0,0,0
5.6.1.01/3006.7851000 Auszahlungen für Hochbaumaßnahmen,"26.803,70",15.000,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,"26.803,70",15.000,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,"-26.803,70",-15.000,0,0,0,0,0
