100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,3.700,2.500,3.000,3.500,0
3.6.5.02.09/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"0,00",0,3.700,2.500,3.000,3.500,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-3.700,-2.500,-3.000,-3.500,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,1.700,0,0,1.500,0
3.6.5.02.09/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",0,1.700,0,0,1.500,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-1.700,0,0,-1.500,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1409 Sanierung Kita Harzblick,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"198.214,78",188.500,0,0,0,0,0
3.6.5.02.09/1409.7851000 Auszahlungen für Hochbaumaßnahmen,,"198.214,78",188.500,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"-198.214,78",-188.500,0,0,0,0,0
