2 + Zuweisungen und allgemeine Umlagen,"726.321,63",678.300,567.900,581.300,600.900,614.600,0
3.6.5.02.09.6142000 Zuweisungen für laufende Zwecke von Gemeinden und,"726.321,63",678.300,567.900,581.300,600.900,614.600,0
Gemeindeverbänden,,,,,,,
4 + öffentlich-rechtliche Leistungsentgelte,"136.022,06",300.800,235.600,239.100,242.700,246.400,0
3.6.5.02.09.6321000 Benutzungsgebühren und ähnliche Entgelte,"136.022,06",300.800,235.600,239.100,242.700,246.400,0
"5 + privatrechtliche Leistungsentgelte, Kostenerstattungen, Kostenumlagen","97.459,04",42.900,80.300,73.300,73.300,73.300,0
3.6.5.02.09.6480001 Einzahlungen aus Kostenerstattungen vom Bund,"1.073,33",3.000,3.600,3.600,3.600,3.600,0
3.6.5.02.09.6482000 Einzahlungen aus Kostenerstattungen von Gemeinden,"65.117,17",39.900,76.700,69.700,69.700,69.700,0
und Gemeindeverbänden,,,,,,,
3.6.5.02.09.6484000 Einzahlungen aus Kostenerstattungen von,"31.268,54",0,0,0,0,0,0
gesetzlichen Sozialversicherungen,,,,,,,
8  Einzahlungen aus laufender Verwaltungstätigkeit,"959.802,73",1.022.000,883.800,893.700,916.900,934.300,0
9Personalauszahlungen,"1.268.049,37",1.373.400,1.316.400,1.343.200,1.339.300,1.366.400,0
3.6.5.02.09.7012000 Dienstauszahlungen und dgl. an Arbeitnehmer,"1.026.029,36",1.098.300,1.049.000,1.070.100,1.066.700,1.088.100,0
3.6.5.02.09.7019000 Dienstauszahlungen und dgl. an sonstige,"809,63",5.000,5.100,5.300,5.500,5.700,0
Beschäftigte,,,,,,,
3.6.5.02.09.7022000 Beiträge zu Versorgungskassen für Arbeitnehmer,"40.205,73",46.500,43.900,44.800,44.600,45.500,0
3.6.5.02.09.7032000 Beiträge zur gesetzlichen Sozialver.aus,"196.338,02",215.300,211.300,215.700,215.000,219.300,0
DienstAusz und dgl. für Arbeitnehmer,,,,,,,
3.6.5.02.09.7039000 Beitr. zur gesetzl. Sozialvers. aus,"321,85",2.000,2.100,2.200,2.300,2.400,0
DienstAuszahl. und dgl. für sonst. Beschäft.,,,,,,,
"3.6.5.02.09.7041000 Beihilfen, Unterstützungsleistungen für","4.344,78",6.300,5.000,5.100,5.200,5.400,0
Beschäftigte,,,,,,,
11 + Auszahlungen für Sach- und Dienstleistungen,"79.407,78",74.900,72.700,76.700,77.000,77.300,0
3.6.5.02.09.7211000 Unterhaltung der Grundstücke und baulichen Anlagen,"5.659,76",9.100,1.000,1.000,1.000,1.000,0
3.6.5.02.09.7211014 Unterhaltung der Grundstücke und baulichen,"2.036,41",0,0,0,0,0,0
Anlagen-Gebäudemanagement,,,,,,,
3.6.5.02.09.7221000 Unterhaltung des sonstigen unbeweglichen Vermögens,"1.551,31",1.700,1.700,1.700,1.700,1.700,0
3.6.5.02.09.7231000 Auszahlungen für Mieten und Pachten,"534,18",400,400,400,400,400,0
3.6.5.02.09.7241000 Bewirtschaftung der Grundstücke und baulichen,"34.579,98",35.000,35.600,35.700,35.800,35.900,0
Anlagen,,,,,,,
3.6.5.02.09.7252000 Erwerb geringwertiger Vermögensgegenstände,"1.397,14",2.500,2.800,2.800,2.800,2.800,0
3.6.5.02.09.7255000 Unterhaltung des sonstigen beweglichen Vermögens,"371,22",500,400,400,400,400,0
3.6.5.02.09.7271000 Besondere Verwaltungs- und Betriebsauszahlungen,"1.995,97",4.100,4.300,4.300,4.300,4.300,0
3.6.5.02.09.7291000 Auszahlungen für sonstige Dienstleistungen,,"31.281,81",21.600,26.500,30.400,30.600,30.800,0
13 + Sonstige Auszahlungen,,"3.006,74",2.000,2.700,3.700,3.700,3.700,0
3.6.5.02.09.7411000 Sonstige Personal- und Versorgungsauszahlungen,,"57,60",0,0,0,0,0,0
3.6.5.02.09.7431000 Geschäftsauszahlungen,,"990,65",1.000,1.200,1.200,1.200,1.200,0
3.6.5.02.09.7431200 Auszahlungen für Honorare,,"355,03",1.000,1.500,2.500,2.500,2.500,0
