100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,1.900,500,3.400,0,0
3.6.5.02.06/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"0,00",0,1.900,500,3.400,0,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-1.900,-500,-3.400,0,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,,"2.192,43",0,0,0,0,0,0
3.6.5.02.06/0200.6818000 Einz. a. Zuschüssen f. Investitionen,,"2.192,43",0,0,0,0,0,0
u.Investitionsförderm. von übr. Bereichen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"4.786,63",0,3.700,5.100,1.700,5.600,0
3.6.5.02.06/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"4.786,63",0,3.700,5.100,1.700,5.600,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-2.594,20",0,-3.700,-5.100,-1.700,-5.600,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
