100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
10 +  Einzahlungen aus Investitionszuwendungen,,"200,00",0,0,0,0,0,0
3.6.5.02.03/0100.6817000 Einz. a. Zuschüssen f. Investitionen,,"200,00",0,0,0,0,0,0
u.Invest.fördermaßnahmen priv.Unternehmen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"3.709,46",0,0,0,3.600,2.000,0
3.6.5.02.03/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"3.709,46",0,0,0,3.600,2.000,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-3.509,46",0,0,0,-3.600,-2.000,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"19.230,90",0,2.200,2.900,1.400,2.500,0
3.6.5.02.03/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"19.230,90",0,2.200,2.900,1.400,2.500,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-19.230,90",0,-2.200,-2.900,-1.400,-2.500,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1416Kita Regenbogen Heizung/Sanitär,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"24.119,30",0,0,0,0,0,0
3.6.5.02.03/1416.7851000 Auszahlungen für Hochbaumaßnahmen,,"24.119,30",0,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"-24.119,30",0,0,0,0,0,0
"",,,,,,,,
1417Kita Regenbogen Modernisierung Krippenbereich,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1422Kita Regenbogen Zaunanlage,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
