"100 Anschaffungen 150 € bis 1.000 € netto",,,,,,,
"40 - Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen","0,00",0,2.500,2.600,1.600,1.600,0
"3.6.5.02.16/0100.7832000       Ausz. f.d. Erw. v. beweg. Vermögensgegenständen","0,00",0,2.500,2.600,1.600,1.600,0
"v. > 150 bis 1000 € o. UStr.",,,,,,,
"60 Saldo aus Einzahlungen und Auszahlungen","0,00",0,-2.500,-2.600,-1.600,-1.600,0
"",,,,,,,
"200 Betriebs-und Geschäftsausstattungen",,,,,,,
"60 Saldo aus Einzahlungen und Auszahlungen","0,00",0,0,0,0,0,0
"",,,,,,,
"300 Betriebsvorrichtungen",,,,,,,
"60 Saldo aus Einzahlungen und Auszahlungen","0,00",0,0,0,0,0,0
