6 + sonstige Einzahlungen,,"35.132,20",36.000,38.000,40.000,40.000,40.000,0
5.3.4.01.6511000 Konzessionsabgaben,,"35.132,20",36.000,38.000,40.000,40.000,40.000,0
8  Einzahlungen aus laufender Verwaltungstätigkeit,,"35.132,20",36.000,38.000,40.000,40.000,40.000,0
15  Auszahlungen aus laufender Verwaltungstätigkeit,,"0,00",0,0,0,0,0,0
16  Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15),,"35.132,20",36.000,38.000,40.000,40.000,40.000,0
17 Investitionstätigkeit - Einzahlungen,,"0,00",0,0,0,0,0,0
25 Einzahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
26 Investitionstätigkeit - Auszahlungen,,"0,00",0,0,0,0,0,0
33 Auszahlungen aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
34 Saldo aus Investitionstätigkeit,,"0,00",0,0,0,0,0,0
