100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,2.500,2.500,2.500,2.500,0
5.7.5.02/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"0,00",0,2.500,2.500,2.500,2.500,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-2.500,-2.500,-2.500,-2.500,0
"",,,,,,,,
500 Fahrzeuge,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
6666Bauliche Anlagen des Infrastrukturvermögens,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"2.558,42",0,0,0,0,0,0
5.7.5.02/6666.7853000 Auszahlungen für sonstige Baumaßnahmen,,"2.558,42",0,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"-2.558,42",0,0,0,0,0,0
