id;desc;_2020;_2021;_2022;_2023;_2024;_2025
8;Einzahlungen aus laufender Verwaltungstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
9;Personalauszahlungen;0.000000;0.000000;165100.000000;168700.000000;172300.000000;175900.000000
12;Transferauszahlungen;0.000000;0.000000;160000.000000;190000.000000;190000.000000;150000.000000
15;Auszahlungen aus laufender Verwaltungstätigkeit;0.000000;0.000000;325100.000000;358700.000000;362300.000000;325900.000000
16;Saldo aus laufender Verwaltungstätigkeit (Saldo Zeilen 8 und 15);0.000000;0.000000;-325100.000000;-358700.000000;-362300.000000;-325900.000000
17;Investitionstätigkeit - Einzahlungen;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
25;Einzahlungen aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
26;Investitionstätigkeit - Auszahlungen;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
33;Auszahlungen aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
34;Saldo aus Investitionstätigkeit;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
