100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",500,500,0,0,0,0
2.8.1.02/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"0,00",500,500,0,0,0,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",-500,-500,0,0,0,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,2.500,0,0,0,0
2.8.1.02/0300.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"0,00",0,2.500,0,0,0,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-2.500,0,0,0,0
