100 Anschaffungen 150 €  bis 1.000 € netto,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"0,00",0,2.600,2.600,2.600,2.000,0
3.6.5.02.11/0100.7832000 Ausz. f.d. Erw. v. beweg. Vermögensgegenständen,,"0,00",0,2.600,2.600,2.600,2.000,0
v. > 150  bis 1000 € o. UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,-2.600,-2.600,-2.600,-2.000,0
"",,,,,,,,
200 Betriebs-und Geschäftsausstattungen,,,,,,,,
40 -Auszahlungen für den Erwerb von beweglichen Vermögensgegenständen,,"1.635,76",0,0,0,0,0,0
3.6.5.02.11/0200.7831000 Auszahl. f.d. Erw. von bewegl. Vermögengeg.st.,,"1.635,76",0,0,0,0,0,0
von mehr als 1000 Euro ohne UStr.,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"-1.635,76",0,0,0,0,0,0
"",,,,,,,,
300 Betriebsvorrichtungen,,,,,,,,
60  Saldo aus Einzahlungen und Auszahlungen,,"0,00",0,0,0,0,0,0
"",,,,,,,,
1426Kita Reddeber Abbruch und Geländeanpassung,,,,,,,,
50 -Auszahlungen für Baumaßnahmen,,"79.858,68",0,0,0,0,0,0
3.6.5.02.11/1426.7851000 Auszahlungen für Hochbaumaßnahmen,,"79.858,68",0,0,0,0,0,0
60  Saldo aus Einzahlungen und Auszahlungen,,"-79.858,68",0,0,0,0,0,0
